Dates,Europe,Germany,UK,Switzerland,US,NASDAQ,Japan,HongKong,EmergingMarkets,World
2019-08-29,3411.33,11838.88,7184.32,9838.48,2924.58,7702.312,20460.93,25703.5,970.08,2133.08
2019-08-30,3426.76,11939.28,7207.18,9895.65,2926.46,7690.9980000000005,20704.37,25724.73,984.33,2138.52
2019-08-31,3426.76,11939.28,7207.18,9895.65,2926.46,7690.998,20704.37,25724.73,984.33,2138.52
2019-09-01,3426.76,11939.28,7207.18,9895.65,2926.46,7690.998,20704.37,25724.73,984.33,2138.52
2019-09-02,3432.54,11953.78,7281.94,9924.54,2926.46,7690.998,20620.19,25626.55,983.76,2136.58
2019-09-03,3420.74,11910.86,7268.19,9852.7,2906.27,7609.513000000001,20625.16,25527.85,973.27,2126.92
2019-09-04,3450.83,12025.04,7311.26,9894.6,2937.78,7719.246999999998,20649.14,26523.23,990.61,2149.8
2019-09-05,3484.7,12126.78,7271.17,9983.07,2976.0,7862.5390000000025,21085.94,26515.53,1003.01,2174.27
2019-09-06,3495.19,12191.73,7282.34,10073.82,2978.71,7852.5390000000025,21199.57,26690.76,1007.96,2178.9
2019-09-07,3495.19,12191.73,7282.34,10073.82,2978.71,7852.5390000000025,21199.57,26690.76,1007.96,2178.9
2019-09-08,3495.19,12191.73,7282.34,10073.82,2978.71,7852.5390000000025,21199.57,26690.76,1007.96,2178.9
2019-09-09,3495.02,12226.1,7235.81,10059.37,2978.43,7832.403,21318.42,26681.4,1010.58,2178.41
2019-09-10,3498.99,12268.71,7267.95,10020.48,2979.39,7814.7419999999975,21392.1,26683.68,1008.13,2179.43
2019-09-11,3516.82,12359.07,7338.03,10098.59,3000.93,7887.581,21597.76,27159.06,1017.04,2194.42
2019-09-12,3538.86,12410.25,7344.67,10094.09,3009.57,7917.34,21759.61,27087.63,1022.33,2201.81
2019-09-13,3550.11,12468.53,7367.46,10047.34,3007.39,7892.955,21988.29,27352.69,1026.61,2205.81
2019-09-14,3550.11,12468.53,7367.46,10047.34,3007.39,7892.955,21988.29,27352.69,1026.61,2205.81
2019-09-15,3550.11,12468.53,7367.46,10047.34,3007.39,7892.955,21988.29,27352.69,1026.61,2205.81
2019-09-16,3518.45,12380.31,7321.41,9969.19,2997.96,7852.4130000000005,21988.29,27124.55,1027.08,2195.88
2019-09-17,3521.26,12372.61,7320.4,10013.82,3005.7,7888.786,22001.32,26790.24,1018.93,2201.77
2019-09-18,3528.04,12389.62,7314.05,10018.84,3006.73,7888.556,21960.71,26754.12,1021.36,2201.02
2019-09-19,3552.65,12457.7,7356.42,10064.46,3006.79,7901.791999999998,22044.45,26468.95,1016.57,2204.67
2019-09-20,3571.39,12468.01,7344.92,10056.83,2992.07,7823.553000000001,22079.09,26435.67,1021.26,2197.55
2019-09-21,3571.39,12468.01,7344.92,10056.83,2992.07,7823.553000000001,22079.09,26435.67,1021.26,2197.55
2019-09-22,3571.39,12468.01,7344.92,10056.83,2992.07,7823.553000000001,22079.09,26435.67,1021.26,2197.55
2019-09-23,3536.97,12342.33,7326.08,9997.39,2991.78,7818.61,22079.09,26222.4,1015.23,2193.74
2019-09-24,3532.05,12307.15,7291.43,9991.31,2966.6,7710.044,22098.84,26281.0,1011.35,2182.07
2019-09-25,3513.03,12234.18,7289.99,9914.82,2984.87,7803.541999999998,22020.15,25945.35,1005.56,2184.56
2019-09-26,3532.18,12288.54,7351.08,10010.71,2977.62,7771.9919999999975,22048.24,26041.93,1009.3,2183.46
2019-09-27,3545.88,12380.94,7426.21,10037.81,2961.79,7681.579000000002,21878.9,25954.81,1001.5,2175.54
2019-09-28,3545.88,12380.94,7426.21,10037.81,2961.79,7681.579000000002,21878.9,25954.81,1001.5,2175.54
2019-09-29,3545.88,12380.94,7426.21,10037.81,2961.79,7681.579000000002,21878.9,25954.81,1001.5,2175.54
2019-09-30,3569.45,12428.08,7408.21,10078.32,2976.74,7749.449,21755.84,26092.27,1001.0,2180.02
2019-10-01,3518.25,12263.83,7360.32,9952.5,2940.25,7684.142,21885.24,26092.27,998.48,2158.47
2019-10-02,3413.31,11925.25,7122.54,9757.28,2887.61,7550.786,21778.61,26042.69,989.2,2121.47
2019-10-03,3417.37,11925.25,7077.64,9760.44,2910.63,7638.395,21341.74,26110.31,992.28,2131.36
2019-10-04,3446.71,12012.81,7155.38,9827.72,2952.01,7754.103,21410.2,25821.03,996.58,2153.82
2019-10-05,3446.71,12012.81,7155.38,9827.72,2952.01,7754.103,21410.2,25821.03,996.58,2153.82
2019-10-06,3446.71,12012.81,7155.38,9827.72,2952.01,7754.103,21410.2,25821.03,996.58,2153.82
2019-10-07,3471.24,12097.43,7197.88,9914.06,2938.79,7725.129,21375.25,25821.03,994.16,2151.82
2019-10-08,3432.76,11970.2,7143.15,9800.24,2893.06,7604.27,21587.78,25893.4,993.95,2124.14
2019-10-09,3462.11,12094.26,7166.5,9830.05,2919.4,7690.529,21456.38,25682.81,993.01,2137.62
2019-10-10,3493.96,12164.2,7186.36,9903.02,2938.13,7740.361999999999,21551.98,25707.93,996.5,2150.16
2019-10-11,3569.92,12511.65,7247.08,10017.39,2970.27,7843.875,21798.87,26308.44,1011.54,2179.33
2019-10-12,3569.92,12511.65,7247.08,10017.39,2970.27,7843.875,21798.87,26308.44,1011.54,2179.33
2019-10-13,3569.92,12511.65,7247.08,10017.39,2970.27,7843.875,21798.87,26308.44,1011.54,2179.33
2019-10-14,3556.26,12486.56,7213.45,9964.24,2966.15,7842.333,21798.87,26521.85,1017.45,2175.28
2019-10-15,3598.65,12629.79,7211.64,10048.75,2995.68,7942.851,22207.21,26503.93,1019.25,2196.61
2019-10-16,3599.25,12670.11,7167.95,10032.49,2989.69,7920.209,22472.92,26664.28,1024.08,2195.35
2019-10-17,3588.62,12654.95,7182.32,10008.94,2997.95,7942.144,22451.86,26848.49,1028.39,2201.92
2019-10-18,3579.41,12633.6,7150.57,9965.49,2986.2,7868.491,22492.68,26719.58,1024.02,2195.28
2019-10-19,3579.41,12633.6,7150.57,9965.49,2986.2,7868.491,22492.68,26719.58,1024.02,2195.28
2019-10-20,3579.41,12633.6,7150.57,9965.49,2986.2,7868.491,22492.68,26719.58,1024.02,2195.28
2019-10-21,3600.08,12747.96,7163.64,9991.42,3006.72,7940.331,22548.9,26725.68,1028.51,2209.34
2019-10-22,3604.82,12754.69,7212.49,10017.35,2995.99,7874.616,22548.9,26786.2,1034.08,2204.29
2019-10-23,3606.89,12798.19,7260.74,10023.52,3004.52,7889.473000000001,22625.38,26566.73,1030.95,2208.28
2019-10-24,3621.37,12872.1,7328.25,10106.53,3010.29,7966.719,22750.6,26797.95,1037.41,2215.64
2019-10-25,3624.68,12894.51,7324.47,10197.09,3022.55,8029.217,22799.81,26667.39,1035.84,2222.75
2019-10-26,3624.68,12894.51,7324.47,10197.09,3022.55,8029.217,22799.81,26667.39,1035.84,2222.75
2019-10-27,3624.68,12894.51,7324.47,10197.09,3022.55,8029.217,22799.81,26667.39,1035.84,2222.75
2019-10-28,3625.69,12941.71,7331.28,10231.8,3039.42,8110.669,22867.27,26891.26,1042.97,2231.4
2019-10-29,3622.09,12939.62,7306.26,10257.69,3036.89,8047.509,22974.13,26786.76,1043.73,2232.45
2019-10-30,3620.29,12910.23,7330.78,10254.95,3046.77,8083.113,22843.12,26667.71,1041.5,2237.31
2019-10-31,3604.41,12866.79,7248.38,10219.82,3037.56,8083.8330000000005,22927.04,26906.72,1041.98,2233.53
2019-11-01,3623.74,12961.05,7302.42,10252.24,3066.91,8161.166999999998,22850.77,27100.76,1049.19,2252.07
2019-11-02,3623.74,12961.05,7302.42,10252.24,3066.91,8161.166999999998,22850.77,27100.76,1049.19,2252.07
2019-11-03,3623.74,12961.05,7302.42,10252.24,3066.91,8161.166999999998,22850.77,27100.76,1049.19,2252.07
2019-11-04,3665.21,13136.28,7369.69,10337.07,3078.27,8210.664,22850.77,27547.3,1064.55,2261.45
2019-11-05,3676.52,13148.5,7388.08,10272.98,3074.62,8210.176,23251.99,27683.4,1071.22,2259.26
2019-11-06,3688.74,13179.89,7396.65,10318.1,3076.78,8196.028,23303.82,27688.64,1068.87,2261.37
2019-11-07,3706.68,13289.46,7406.41,10326.78,3085.18,8219.646,23330.32,27847.23,1073.57,2266.69
2019-11-08,3699.65,13228.56,7359.38,10309.23,3093.08,8255.886,23391.87,27651.14,1064.85,2268.83
2019-11-09,3699.65,13228.56,7359.38,10309.23,3093.08,8255.886,23391.87,27651.14,1064.85,2268.83
2019-11-10,3699.65,13228.56,7359.38,10309.23,3093.08,8255.886,23391.87,27651.14,1064.85,2268.83
2019-11-11,3696.82,13198.37,7328.54,10305.27,3087.01,8241.912,23331.84,26926.55,1052.88,2266.36
2019-11-12,3712.2,13283.51,7365.44,10314.16,3091.84,8263.789,23520.01,27065.28,1055.83,2270.01
2019-11-13,3699.5,13230.07,7351.21,10299.22,3094.04,8259.813,23319.87,26571.46,1043.83,2268.33
2019-11-14,3688.81,13180.23,7292.76,10233.23,3096.63,8257.831,23141.55,26323.69,1042.25,2265.29
2019-11-15,3711.61,13241.75,7302.94,10310.12,3120.46,8315.523000000001,23303.32,26326.66,1048.79,2282.8
2019-11-16,3711.61,13241.75,7302.94,10310.12,3120.46,8315.523000000001,23303.32,26326.66,1048.79,2282.8
2019-11-17,3711.61,13241.75,7302.94,10310.12,3120.46,8315.523000000001,23303.32,26326.66,1048.79,2282.8
2019-11-18,3704.92,13207.01,7307.7,10347.18,3122.03,8328.479,23416.76,26681.09,1052.12,2285.76
2019-11-19,3696.56,13221.12,7323.8,10366.02,3120.18,8338.737,23292.65,27093.8,1057.16,2284.85
2019-11-20,3683.88,13158.14,7262.49,10385.74,3108.46,8283.753,23148.57,26889.61,1052.0,2274.92
2019-11-21,3679.66,13137.7,7238.55,10338.35,3103.54,8265.618,23038.58,26466.88,1044.58,2270.36
2019-11-22,3687.32,13163.88,7326.81,10369.44,3110.29,8272.053,23112.88,26595.08,1048.55,2273.89
2019-11-23,3687.32,13163.88,7326.81,10369.44,3110.29,8272.053,23112.88,26595.08,1048.55,2273.89
2019-11-24,3687.32,13163.88,7326.81,10369.44,3110.29,8272.053,23112.88,26595.08,1048.55,2273.89
2019-11-25,3707.68,13246.45,7396.29,10468.62,3133.64,8371.928,23292.81,26993.04,1053.47,2290.65
2019-11-26,3705.55,13236.42,7403.14,10506.93,3140.52,8385.745,23373.32,26913.92,1047.84,2294.78
2019-11-27,3712.85,13287.07,7429.78,10529.26,3153.63,8444.709,23437.77,26954.0,1052.93,2302.67
2019-11-28,3704.48,13245.58,7416.43,10529.14,3153.63,8444.709,23409.14,26893.73,1050.39,2301.79
2019-11-29,3703.58,13236.38,7346.53,10493.24,3140.98,8403.685,23293.91,26346.49,1040.05,2292.26
2019-11-30,3703.58,13236.38,7346.53,10493.24,3140.98,8403.685,23293.91,26346.49,1040.05,2292.26
2019-12-01,3703.58,13236.38,7346.53,10493.24,3140.98,8403.685,23293.91,26346.49,1040.05,2292.26
2019-12-02,3626.66,12964.68,7285.94,10348.44,3113.87,8309.26,23529.5,26444.72,1040.22,2276.4
2019-12-03,3610.99,12989.29,7158.76,10232.93,3093.2,8254.737,23379.81,26391.3,1037.38,2263.1
2019-12-04,3660.02,13140.57,7188.5,10334.56,3112.76,8296.529,23135.23,26062.56,1036.57,2275.47
2019-12-05,3648.13,13054.8,7137.85,10363.5,3117.43,8308.396,23300.09,26217.04,1042.85,2278.63
2019-12-06,3692.34,13166.58,7239.66,10463.88,3145.91,8397.367,23354.4,26498.37,1048.96,2296.39
2019-12-07,3692.34,13166.58,7239.66,10463.88,3145.91,8397.367,23354.4,26498.37,1048.96,2296.39
2019-12-08,3692.34,13166.58,7239.66,10463.88,3145.91,8397.367,23354.4,26498.37,1048.96,2296.39
2019-12-09,3672.18,13105.61,7233.9,10434.89,3135.96,8362.743,23430.7,26494.73,1051.11,2292.58
2019-12-10,3671.78,13070.72,7213.76,10390.53,3132.52,8354.293,23410.19,26436.62,1049.5,2289.67
2019-12-11,3687.45,13146.74,7216.25,10405.31,3141.63,8402.609,23391.86,26645.43,1058.23,2295.02
2019-12-12,3706.35,13221.64,7273.47,10451.36,3168.57,8466.895,23424.81,26994.14,1070.71,2309.36
2019-12-13,3731.07,13282.72,7353.44,10429.27,3168.8,8487.708,24023.1,27687.76,1086.91,2319.73
2019-12-14,3731.07,13282.72,7353.44,10429.27,3168.8,8487.708,24023.1,27687.76,1086.91,2319.73
2019-12-15,3731.07,13282.72,7353.44,10429.27,3168.8,8487.708,24023.1,27687.76,1086.91,2319.73
2019-12-16,3772.74,13407.66,7519.05,10541.67,3191.45,8570.334,23952.35,27508.09,1087.96,2337.45
2019-12-17,3745.28,13287.83,7525.28,10538.89,3192.52,8575.7,24066.12,27843.71,1102.61,2336.61
2019-12-18,3745.28,13287.83,7525.28,10538.89,3192.52,8575.7,24040.55,27843.71,1102.61,2336.61
